,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Reviewer_ID,Asin,Reviewer_Name,Overall,Review_time,Review_Text,Summary,Category,Brand,Title,Rank,bookType,AvgRating
214,37760,37760,47464,A3LDWAV0UV0Q0I,B005JUPU60,david stowers,5.0,2012,I give this book 5 stars.  I liked the premise - something other than virus-creates-zombies - and I liked the point of view that the auther chose to tell the story.  Kind of a jaded cop winding down his career kind of tale.  I would recommend it.,At last - a good zombie book!,Science Fiction & Fantasy,Visit Amazon's G. Wells Taylor Page, The Variant Effect,8912.0,kindle,4.5
306,75032,75032,47475,A2NTB71OCAZGBY,B005JUPU60,"RMcQuade ""Do or do not. There is no try.""",4.0,2013,"I really got a kick out of this. The author has a really engaging style. While the ending was kind of odd and seemed to need more hinting at in the main story, I can say I really enjoyed the story. With a little work on tying the end into the rest of the book, this could be a 5 star.",Interesting,Science Fiction & Fantasy,Visit Amazon's G. Wells Taylor Page, The Variant Effect,8912.0,kindle,4.5
394,94463,94463,47461,A2GGW8O7HWRAFN,B005JUPU60,Barbara Seth,4.0,2014,A wild ride of a book. I had a hard time putting it down. This is not your typical zombie story. Good character development in a military and political type environment.,The Variant Effect,Science Fiction & Fantasy,Visit Amazon's G. Wells Taylor Page, The Variant Effect,8912.0,kindle,4.5
120,11742,11742,58169,A1273MSVJ3T76Z,B005V2H54G,Sixiron,4.0,2011,"Well written characters, great plots, mystery, intrigue, action. It's got it all, except for length. I knocked out books 1 and 2 in a few hours, and at $3 a pop, its a premium price for a novelette. Books 1 through 3 would make a fine $5 book, but now I'm trapped wanting chapter 3 and I'll be out $9. I cant blame the author for wanting cash, but I am getting spoiled on $2-$3 full sized books. I only have myself to blame for not checking the file size, again.Again, I great story, written very well, in the classic sci-fi style.",Great story,Science Fiction & Fantasy,Visit Amazon's Stephen Hunt Page, Sliding Void (novella #1 of the &#39;Sliding Void&#39; series of scifi books),9216.0,kindle,4.0
216,38132,38132,58166,A2QWPWG2KF685U,B005V2H54G,lvs2tlk101,4.0,2012,This book has really great character descriptions and is definitely good for readers who like imagination. I can't wait to read the rest of this series. I would highly recommend this book to teen or young adult sci-fi fans.,Good book,Science Fiction & Fantasy,Visit Amazon's Stephen Hunt Page, Sliding Void (novella #1 of the &#39;Sliding Void&#39; series of scifi books),9216.0,kindle,4.0
308,75330,75330,58160,A1W387D3D5OL0F,B005V2H54G,Allison Leinbach,4.0,2013,"It had a taste of Firefly with a divergent crew that are none-the-less ""family"" working out on the edge of inhabited space, taking in wayward soles in need of refuge. There are some interesting pieces of information about the ship and certain members of the crew that add some intrigue to a decent action story.  Good characters and good pacing.  I'm definitely picking up the next book.  Good story.","good story, good action",Science Fiction & Fantasy,Visit Amazon's Stephen Hunt Page, Sliding Void (novella #1 of the &#39;Sliding Void&#39; series of scifi books),9216.0,kindle,4.0
121,10733,10733,19282,A10CIHFHGR4IPJ,B004UBNG10,puggle,1.0,2011,"I didn't mind the alternate history presented in this book; the goofy blend of old fashioned mannerisms, ""technology"" (telegraphs?) and ghostbusters-talk was ok. It was funny at first but the second the author got too caught up in describing the hero's physique and how well he filled out his trousers, I knew this book was going to take an unfortunate turn down steamy romance alley. There's this throwaway gobbledly gook about ghosts and ghosthunters and people with magical powers but all the author cared for was getting to the embarrassing sex scene. Then some more stupidity and clumsy magic and the book ends with the hero excitedly coming back from the pharmacy with something for his wedding night...Good grief.",A big mess of a book,Science Fiction & Fantasy,Visit Amazon's Cindy Spencer Pape Page, Photographs &amp; Phantoms (The Gaslight Chronicles Book 2) eBook,9575.0,kindle,1.0
122,11450,11450,43278,A3JIZXGG1TSJA,B005GHQ9IY,Kevin Sivils - KCS Basketball Enterprises,5.0,2011,"This book is a cross slightly mislabeled as science fiction. I found it to be a thriller/mystery set in the future, requiring ""science fiction"" to enable the story to move along at the quick pace that it does.You are introduced to an event creating a mystery at the very start of the story and it is not resolved until the end. The twists are believable (this is where the science fiction part really helps) and move the book along to its conclusion.The central character is a bit of a mess (he has a drug habit) and the conflict between Calvin and the beautiful XO, who hates him, makes for an interesting bit of a side story.I am looking forward to the next novel in this series.The one flaw in the book is the need for some proofreading. I don't know if this a problem on the part of the author or rather a result of the Kindle file conversion process.This is a fun read and you cannot beat the price - at least at the time I obtained it - FREE!",Fun Read!,Science Fiction & Fantasy,Visit Amazon's Richard Sanders Page, The Phoenix Conspiracy (The Phoenix Conspiracy Series Book 1) eBook,9784.0,kindle,5.0
123,11609,11609,51288,A3TYQ54B3XZI19,B005N9FPOO,Amazon Customer,4.0,2011,"I am not usually a sci-fi reader but after reading the snippets of this novella on the Ilona Andrews website I couldn't wait to read it. The back story is succintly mapped out, the groundwork is laid for the relationship, the conflict appears and then bang it's over.I know that this was to be just a novella but the climax is totally glossed over and a supposed great fight scene is barely mentioned. You get the appetizer but not the meal. And even though the epilogue kind of gives you closure, it was still like kissing your sister.Too short and under-developed to be great but still interesting enough to capture your attention for a short period of time.(I didnt think I'd like sci-fi but now I gotta backtrack and go download Silent Blade)",appetizer teaser not a banquet for the soul,Science Fiction & Fantasy,Visit Amazon's Ilona Andrews Page, Silver Shark (The World of Kinsmen Book 2) eBook,10279.0,kindle,4.0
124,10651,10651,18066,A2HKE3NRBZC0IS,B004SI455Q,Genie Karl,3.0,2011,"Again I wish 1/2 stars were an option, 3 for Eternal Eden dont seem like enough But I cant bring myself to give it 4 stars. Did I enjoy the book: Yes. I just did not Love it, at times I felt like it was the never ending book ~ Maybe it was me but I kept thinking ""wow this book is really long."" I do think I will be interested in reading the next one when its released",I did enjoy,Science Fiction & Fantasy,Visit Amazon's Nicole Williams Page, Eternal Eden (Eden Trilogy Book 1) eBook,10819.0,kindle,3.0
125,10287,10287,4699,AN2WDDRGJTSML,B003CC1LDS,Jetpack,3.0,2011,"This is a classic fantasy story of Good vs. Evil.It comes in at 6,716 locations, so a good size.  It feels like the story starts in the middle, as we have a lot of exposition at the start.  It felt like I was buried with names and events, right from the beginning.  Frankly, it felt like I started with Volume 2 by accident.  There was a lot of stuff thrown at the audience, right away.  I would have preferred that, as these events were important, I would have like to have seen them from the start, not shoved at me in a bunch.Lusiraadrol - I like this villain, and actually felt sorry for her.  Which I probably wasn't supposed to.  She was touched before birth by the Ultimate Evil in this world.  She's also trapped in a foreign, inferior form.  I also think she's doomed in the end, once the Big Bad, manifests fully.Vahrik - ugh, now there is a pathetic villain.  But, I think he's supposed to be, so well written.Istaria - Unfortunately, I get distracted by the name, as it's the name of a computer game that I used read about on forums (originally Horizons, now knows as Istaria).  Certainly got my attention, but kept showing up as the character spoke.Gaispar - another character I liked, determined and loyal.The Dragons - These are a mixed bag to me.  They are invulnerable, but at the same time, extremely vulnerable in two spots.  So, you can't hurt them, unless you know the secret, then they die pretty quick.  If you knew your dragons had this vulnerability, wouldn't you as Lusiradrol do something about it?  I also don't like that the good dragons are larger than the evil dragons.  Makes the villains less imposing.  I also hate the good dragons only talking in rhyme.  Doesn't sound mysterious to me, just sounds annoying.I do appreciate the little drakes.  I had one for a character 20 years+ back named Chip, and my wife had one named Darcy.  Great addition.  Would have loved to see more.For free, I would pick up if you like fantasy.  Didn't do it for me in the end, but give it a shot.","Good read, but didn't quite hit the mark",Science Fiction & Fantasy,Visit Amazon's Melanie Nilles Page, Legend of the White Dragon,11771.0,kindle,3.0
126,11190,11190,31456,A17YP4Z2PWQAUA,B0055LH6SS,"Karyn-Anne Brown ""Mad for Romance""",4.0,2011,"I really liked the premise of the story. Here, the daughters of Eve are in hiding from the Knights Templar, who will stop at nothing to learn the location of the entrance to the Garden of Eden from them. They will use coercion and torture, and even murder.When the sisters meet up for a long awaited reunion, Evelyn is forced to trust Rhett after the murder of one of them. She is constantly on the run with him, uncertain is she can really trust him to protect her. Before long, it doesn't matter because a traitor keeps Rhett and Evelyn barely a step ahead of the Templars chasing her.Non stop action, thrilling chases, and heartbreaking loss. Add just a touch of romance, and you have pretty neat recipe for good urban fantasy. This novel is great for young adults because there are no extended love scenes. Highly recommended.",Good urban fantasy!,Science Fiction & Fantasy,Visit Amazon's Danielle Bourdon Page, Sin and Sacrifice (Daughters of Eve Book 1) eBook,12691.0,kindle,4.0
208,40116,40116,107954,A2VI8FZ4HFMPIX,B007YU6EVI,Emily,5.0,2012,I loved the characters and their interactions with one another. It's amusing and serious with plenty of action to get into. I highly recommend this book/series to everyone. I even rave about it to my friends in hopes that they'll also read it. I think it's been a long time since I found a series I could really get that into.,Absolutely Love!,Science Fiction & Fantasy,Visit Amazon's Lindsay Buroker Page," The Emperor&#39;s Edge Collection (Books 1, 2, and 3) eBook",565.0,kindle,5.0
299,77063,77063,107951,A3V2AF07TMSCB0,B007YU6EVI,"D. Granger ""dennyg""",5.0,2013,"Smashing good read!Marvelous blend of sword and sorcery, steampunk and sci-fi.Humor.Sex.Non-stop action.Endearing characters.What are you waiting for?",Regarding the entire series&#8230;,Science Fiction & Fantasy,Visit Amazon's Lindsay Buroker Page," The Emperor&#39;s Edge Collection (Books 1, 2, and 3) eBook",565.0,kindle,5.0
387,95311,95311,107956,A1O5WQOFR1NCKY,B007YU6EVI,Mistletoe10,5.0,2014,The emperor's edge is a really great adventure.  The characters are fun and full of depths that are worth reading about.  The political interests are easy to follow.  While it gives the classic overtones of a group of super heroes it keeps it in a realistic and human way.  Every one should be able to find a character to identify with.  It helps that the books are easy to follow.  They do not over reach into complicated story lines.  I highly recommend this to any one looking to add adventure and some fun into their reading.,A great adventure,Science Fiction & Fantasy,Visit Amazon's Lindsay Buroker Page," The Emperor&#39;s Edge Collection (Books 1, 2, and 3) eBook",565.0,kindle,5.0
209,39537,39537,93901,A98DLSC8D0ISO,B007B77U8A,FV,4.0,2012,"Ok, first I want to start with the negatives, simply because I like starting of that way so we can end on a happy note. I do like this book, but there is still so much I don't understand, I don't really understand how the two races (the Mishnese and Karupta) came to their planet, I don't understand why they've been fighting for a thousand years, and why in the world would a King allow his prince to act a fool. I mean come on real that sucker in. There is a lot that happens in this book, and maybe starting out the way I did wasn't the best way to begin this but, that really does bother me. With all that we come to know and all that we come to understand there are still so many questions. I guess that's why this is a series. This book follows Senya but never through Senya's voice, we follow all the people around him, and not always sequentially, which can be confusing. Each chapter is someone different, though not always a different voice. Sometimes we move forward and sometimes backward but the central focus is always Senya. I mean he is pretty magnificent, he is apparently great to look at and he has magical powers, and weird feet. I wouldn't say there is a lot of action in this book, there is some but mostly it's a lot of internal dialogue and interaction. We are getting to know a boy without ever getting in his head but we never really get to know him very well. He's ever-changing a dynamic, and quiet character. I think if you don't like wordy or character driven stories then you may not like this, but the author does a great job in helping us visualize this world. Overall the book is very entertaining and each voice we hear, is different and unique to that person. We span many years through this book and though it's not always fluid, it is still very entertaining. I just hope that subsequent books will help fill in some of the blanks.",The Boy Who Lit Up the Sky,Science Fiction & Fantasy,Visit Amazon's J. Naomi Ay Page, The Boy who Lit up the Sky (The Two Moons of Rehnor Book 1) eBook,1801.0,kindle,4.33
301,76606,76606,93905,A1KI10R32Z9B29,B007B77U8A,"Karen Siddall ""BoysMom""",4.0,2013,"As this genre is not my usual cup of tea, I had a little difficulty getting into the story at first. That and the main character of Senya, although starting out as a sympathetic little orphan, changes to an unlikeable street rat, and a brat in the Mishnese palace. However, he morphs to a likeable, decent guy when he gets to the kingdom of his father's people.Told from the viewpoint of several pivotal characters, sometimes seeing the same action through different eyes, the story is quite robust with loads of action and intrigue. However, parts seemed rushed, and subsequently, were momentarily confusing to me requiring re-reads of some areas. We are left with a definite cliffhanger. I am actually relieved that there are more books in the series already available for purchase so I can continue with the story immediately.",What an imaginative story!,Science Fiction & Fantasy,Visit Amazon's J. Naomi Ay Page, The Boy who Lit up the Sky (The Two Moons of Rehnor Book 1) eBook,1801.0,kindle,4.33
389,95120,95120,93897,A2WLKQBE1FMRJ5,B007B77U8A,CAROHARD3,5.0,2014,From the first chapter to the end I was totally enthralled with the story.  The author expansive imagination made the story believable.  The pain and conditions Senya withstands has you rooting for him from beginning to the end.  I can't wait for the next story.,A WONDERFUL UNIQUELY DIFFERENT STORY,Science Fiction & Fantasy,Visit Amazon's J. Naomi Ay Page, The Boy who Lit up the Sky (The Two Moons of Rehnor Book 1) eBook,1801.0,kindle,4.33
211,38461,38461,70116,A1T4HYVKAOF62W,B006GNXPJI,"Catrina Barton ""KittyB78""",4.0,2012,"Let me start by saying I review the way I critique, honest and blunt. I also refrain from giving away any spoilers.The Good:The characters are well fleshed out, and engaging.The plot is full of unexpected twists and turns, and well thought out.The world-building is deeper than most books you'll find today. I enjoyed learning about this new, exciting world.The Bad:Opening with ""She"" instead of telling us her name threw me for a loop. I wondered if I'd missed part of the story, and had to re-read the opening a few times before I convinced myself I hadn't missed anything vital.A lot of passive writing which kept me at arm's length instead of letting me be absorbed into the story.Overall:I recommend this to all sci-fi fans, as it contains most sci-fi elements. The Paranormal elements are good too.",Nice Beginning,Science Fiction & Fantasy,Visit Amazon's Catrina Taylor Page, Birth of an Empire,5114.0,kindle,3.67
303,75673,75673,70126,A26E2PK2Z7GBLO,B006GNXPJI,"Luca Rossi ""Luca Rossi""",5.0,2013,"I really liked Birth of an Empire. It's a great space opera book. I read once that women can't write good science fiction. Wow... how wrong! Everybody who reads this book will think exactly the opposite. I felt immediately in love with Kala, the Xenonian slave girl who can transform the psionic abilities in a powerful military weapon. The cynic Yatrell is a complex and great character too. This book is not missing anything: pure sci-fi, feelings, deep thoughts and exquisite erotica. I'm hooked and I'm dying to read Catrina's next book.","Pure sci-fi, deep thoughts and exquisite erotica",Science Fiction & Fantasy,Visit Amazon's Catrina Taylor Page, Birth of an Empire,5114.0,kindle,3.67
391,94751,94751,70120,A2PL396WP6GH4Z,B006GNXPJI,"Eddie de Jong ""Eddie (Author)""",2.0,2014,"When I started reading this book, Kala fascinated me. I could unfortunately not get into the story at all and gave up pretty close to the beginning.The flow is jerky and confusing, and not enough detail is given for it to make sense.",Could not get into it,Science Fiction & Fantasy,Visit Amazon's Catrina Taylor Page, Birth of an Empire,5114.0,kindle,3.67
212,36818,36818,16449,A2NFMM7MRHSQYO,B004OR1G4O,"Sheila M. Lehto ""Reading mentor""",4.0,2012,"I rarely rate anything a FIVE--nothing is perfect in this world.  A four is a good fit for this book--you can pick it up, read a quick story,and put it back down to read another one later.  Quite a good variety of short stories!",Quick reads,Science Fiction & Fantasy,Visit Amazon's Morris Rosenthal Page, Free Science Fiction Books On Kindle,5710.0,kindle,4.0
304,73839,73839,16445,AZ4KN6UL0W100,B004OR1G4O,Amazon Customer,3.0,2013,"Its an interesting collection, and handy, but a lot of it is a little obscure, and the commentary leaves a lot to be desired.",Suggested reading is useful.,Science Fiction & Fantasy,Visit Amazon's Morris Rosenthal Page, Free Science Fiction Books On Kindle,5710.0,kindle,4.0
392,93976,93976,16451,AN3EF6S1YFHPT,B004OR1G4O,The Bionic Stan,5.0,2014,"I like science fiction and fantasy from the classic era, which to me is the 1950s, and 1960s.  (I'm not saying nothing good was written before or since, just that I like a higher proportion of stuff from that era.)  I thought I had read everything by my favorite authors, but when this was offered as a free Kindle book I snapped it up because I thought I'd find something from authors I didn't know.Yes, some of the listings were from authors new to me.  But, much to my surprise, there were several stories I had never read, from authors like Robert Sheckley, Frederik Pohl, R.A. Lafferty, and Keith Laumer.  (There were also some old favorites, but I already have those in print.)Some reviewers have commented that this cook contains nothing that we couldn't fund for ourselves.  I suppose that's true, and I admit that Rosenthal's comments a few and generally lightweight.  But to do the searches myself would have taken a lot of time, and there's always the problem of unconsciously limiting one's search and therefore missing something you might actually like. This book saves a lot of effort in searching, it introduced me to things I didn't know existed, and the included links made it easy to investigate each book that sounded interesting.  I am grateful to Rosenthal for what he did.",Led me to discover some hidden gems,Science Fiction & Fantasy,Visit Amazon's Morris Rosenthal Page, Free Science Fiction Books On Kindle,5710.0,kindle,4.0
215,39919,39919,102780,A4A2V764NZ1TG,B007NJPO2A,Mathachew,4.0,2012,"This is a good tease to what I hoped would be a fun story. However, Redshirts was a major disappointment. Some of the best parts of the book are in this preview, which accounts for nearly 25% of the book's primary story. That's no typo, Redshirts is short and the last 25% are the three codas, which contains more character depth than the story itself. This preview was entertaining, but lacks Scalzi's usual charm.",A great tease,Science Fiction & Fantasy,Visit Amazon's John Scalzi Page, Redshirts,9012.0,kindle,4.0
307,76866,76866,102777,A2W3E0J3FOVSM8,B007NJPO2A,"G. Viney ""Steve""",4.0,2013,"This is the first work by John Scalzi that I bought.  I immediately jumped to &#34;Redshirts:  In Three Codas&#34; the more complete story.  I'm a sucker for young people thrown into challenges beyond their qualification, who ultimately succeed spectacularly beyond what a stogified military & political bureaucracy would allow.Since reading this book, I've read the &#34;Old Man's War&#34; series, which I highly recommend.  I just finished reading Scalzi's &#34;Agent to the Stars&#34;.  Must admit its premise wasn't my normal type of reading, but when the time comes to write a review, it will be the first 5-star rating I've every given.  It was hilarious and wonderfully entertaining!",Good Start to a Great Series,Science Fiction & Fantasy,Visit Amazon's John Scalzi Page, Redshirts,9012.0,kindle,4.0
395,95226,95226,102775,A8SPPHKETDZ41,B007NJPO2A,barbre,4.0,2014,"This is a fast read, and pretty funny.  It is my first Scalzi book, and it won't be my last.  I was very pleased with the writing and the story, almost.  The section at the end was such an abrupt change that I found myself wishing he had stopped after the asteroid (no spoilers so that will mean nothing until you read it).  Scalzi has a wicked wit and pokes fun at TV sci-fi and takes a look at life off the bridge.  I think anyone who is a Trek fan or likes to laugh at the old Sci-fi classics will really enjoy this story.  My only wish would have been for more of the story and none of the codas.",Almost,Science Fiction & Fantasy,Visit Amazon's John Scalzi Page, Redshirts,9012.0,kindle,4.0
217,38639,38639,74393,AEMEWFD2V8G3H,B006LR8UQW,Amazon Customer,5.0,2012,"What a fantastic cast of characters -- this is a great new series by Penelope Fletcher. I loved the Demon Girl series and I can see the growth in Ms. Fletcher as a writer as I like this dragon series even more. Ms. Fletcher is deconstructing a fairy tale here and it is riveting. The dragons in this book live in a brutal world which is on the cusp of evolving. Of course our heroine Marina is just the shove it needs. I am not a fan of plot summaries in lieu of an actual opinion of a book. Here's mine: the characters were extremely well drawn, caricature was used for comic relief and well done as in the case of Nicholai. The fairy tale genre is turned on it's ear as women must battle to get their mates and serve as their protectors. Fighting is to the death and killing your intended's family to use as bait is acceptable. I enjoyed that Ms. Fletcher explored both sides of the ""you are my mate and it is fate"" view on instant love and played it against ""you are so good to me, make me feel great and we might have something here"". Friendships, loyalty, kindness, love and grace all come into play and I loved it.",undoing the fairytale,Science Fiction & Fantasy,Visit Amazon's Penelope Fletcher Page, Smolder (Dragon Souls Book 1) eBook,9351.0,kindle,4.5
396,94811,94811,74410,A3442IFWD5E846,B006LR8UQW,R. Davis,4.0,2014,"well written, engaging, excellent  characters.  Ms Fletcher has a way with words that is refreshing.  I really enjoyed this book",I loved this book,Science Fiction & Fantasy,Visit Amazon's Penelope Fletcher Page, Smolder (Dragon Souls Book 1) eBook,9351.0,kindle,4.5
300,74627,74627,39130,A38PX8RRT3USJD,B005DEWINK,Jo-Ann Doyle,5.0,2013,"If you are looking for a book that will keep you on the edge of your seat. This is the beginning of a series that will give you exciting lives of Ebony and the Vale Police Force, along with its citizens, filled with adventure, action, and suspense. You never know what will happen next...because what you expect is the opposite of what you may find! The author definitely keeps your attention from the beginning to the end of the book. Definitely a great book for all ages, I cannot wait to read the next book in this series!!! Jo-Ann D.",Twists and turns....,Science Fiction & Fantasy,Visit Amazon's Odette C. Bell Page, Witch&#39;s Bell Book One eBook,1238.0,kindle,5.0
388,94317,94317,39113,A1T41R2H7X3ASO,B005DEWINK,"Dorothy ""DottieH""",5.0,2014,"This book is fantastic! I am from Salem, Massachusetts and have seen and read by fair share of witch stories, places and books, so at 67 years old, I think I can safely say if you like this subject, you will love this book.It will keep your interest from page one to the end. In fact, when you get to the end you will find yourself saying :&#34;Over already!&#34;. If you like witches and wizards you will love this book. It is a book set in real life with a town witch who protects her town. There are no sex scenes, so those who don't like them will be pleased. There are no cuss words, so those who do not like those will be pleased. This is just really good story. Remember the program called Charmed? Well this book is better.The book is well written, flows smoothly, is well described and easy to understand.  You will find yourself right into the story with the way the author has written it.The characters are also great! They are extremely well described and you will be able to envision them as if you were right there watching.Ebony Bell owns a magical bookstore with the personality of a battering ram. Her best friend is an older detective who drives like a NASCAR driver. There is also a new detective in town. His name is Nathan Wall and he is tall, dark, and irritating.Ebony is a consultant witch to the police department. She sells books in the morning and spends her evenings fighting magical crime.One investigation end sin a costly mistake. She reveals her powers to a normal human. The coven punishes her by suspending her powers for one month. When the coven sends her back to the crypt, she passes out from an injury sustained in the fight. You see, she is now the same as human and needs medical attention, which is a strange thing for her.There is a curse on Ebony Bell, She must fight it or die.I do recommend this book very highly if you are into this type story. I know you will not be disappointed. This book can be for age 16 on up.",Book is fantastic but the typos run rampant.  Amazon! Do something about Kindle books always having typos!,Science Fiction & Fantasy,Visit Amazon's Odette C. Bell Page, Witch&#39;s Bell Book One eBook,1238.0,kindle,5.0
487,12275,12275,45037,A3IOHXS2GQ4QY6,0060567236,Randy Stafford,5.0,2009,"This is a story of colonists on a distant world, betrayed by the starship crew that brought them there, consigned to a medieval style life on a planet whose original inhabitants have not all been vanquished.This is a story of gods who set in judgement of mortals, rewarding the loyal and moral with reincarnation.This the story of men who have used science to hone their personal peculiarities into tools of great power.This is the story of beings called gods because their very appetites and essences are like natural forces.This is the story revolution on Earth.This is the story of war on Heaven.This is the story of a hero who never claimed he was a god.This is the story of a hero who never claimed he wasn't a god.And all those stories are the same story as Zelazny mixes epic battles and individual duels; the godtalk of high fantasy with talk of cigarettes and whores and flush toilets; idealism and cynicism; poetic language, the language of the Hindu Vedas, and Chandleresque dialogue; the story of the Deathgod's loves and hates and his friend the Binder of Demons, the Lord of Light, the Buddha.Zelazny provides enough science to rationalize the story, to remind us of the technology behind his Hinduesque gods, but not enough to become hard science or violate the tone of a wry, religious text where ""doubt ... is the chastity of the mind.""  It is this constant flux of the epic and ordinary, the personal and godlike, the wry and portentous that makes this book so unique and enjoyable.Those previously acquainted with other Zelazny works may find this the quintessential Zelazny novel in its combining so many of his themes:  the mythological element done better here than in hisThis Immortal,eye of Cat, and Creatures of Light and Darkness; the political machinations of the Amber books; the tough guy, behind the scenes manipulator familiar fromMy Name Is Legion; the martial arts ofRoadmarks; the interest in psychology as inThe Dream Master (The Nebula Award-Winning Novel).Two slight warnings.  First, don't expect any profound commentary on any of the religions that show up in this book.  Second, the first chapter of this book may be tough going for some readers - particularly when the Buddha delivers a sermon.  The book's momentum and comprehensibility picks up after that as there is a long set of chapters showing the back story with the final chapter resuming the action with a new understanding by the reader.This is one of those books that fully deserves its place in the canon of great science fiction.","A Classic Story of the Epic and Ordinary, Godlike and Personal",Science Fiction & Fantasy,Visit Amazon's Roger Zelazny Page,Lord of Light,27369.0,hardcover,4.17
587,32777,32777,45041,AGUQ0OK5P8YWI,0060567236,Ronald C. Payne,5.0,2010,"I picked this up a few days ago and have briskly read through the entire novel since then.  This is undoubtedly an epic masterpiece.  It is one of the best science fiction books I have read to date.  The main strength of the novel is a strong story with an excellent setting.  The world is one of ancient religions, literal god-like beings, and advanced technology hiding under the mask of supernatural power.  I will not spoil the story but will only say that it is told on an epic Lord of the Rings type scale.  The allusions to Eastern philosophy and religion is pretty awesome too.  For a sci-fi novel the characters were pretty good.  They weren't great like in a Dostoevsky novel, but they weren't completely one-dimensional as is the case in too many sci fi novels.  In all, it was masterful.  If I ever become a sci fi author, Roger Zalazny would be one of my primary role models.",Awesome Story,Science Fiction & Fantasy,Visit Amazon's Roger Zelazny Page,Lord of Light,27369.0,hardcover,4.17
687,59239,59239,45020,A1Z2GBQXPAAPMN,0060567236,Joe Boudreault,2.0,2011,"Okay, the 1960s were a crazy, drug-oriented counterculture time of the last century. That may explain why this novel won a 1968 Hugo Award for the best novel, and also was nominated for the Nebula Award too. I still shake my head over this. Let me explain:I loved some of the short stories of Roger Zelazny from the 50s and 60s. In my effort to read the list of novels that are actual winners of these awards, I finally got to this thing. Lord of Light is a glitzy and rambling tale of the battle of the titans on a faraway Earth-like world where a bunch of super-powered beings fight it out over the control of the lesser inhabitants of their world. Immediately you get to be totally immersed in the pantheon of the Hindu gods and their nefarious deeds everywhere. Reading this novel is like being transported into some magical age of the Indian continent, date unspecified. The battles and devious plans of these semi-divine creatures is everywhere, on every page. It is as if Zelazny decided: what if the age of the Hindu gods was brought to life and we saw what they were doing. It is as if a mixture of Norse mythology, Greek mythology, Easterm mythology and so on was churned up and vomited forth to the reader.My contention is that Zelazny must have being doing some drugs and wanted to be a part of that drug-crazed decade (the 1960s) and he splashed the entire novel with cosmic battles and unlikely and bizarre reunions of these so-called deities. In a word, this is a fantasy novel very thinly disguised as a sci-fi novel. And I am not a fantasy fan at all. To top it all off, this is very confusing and pell-mell story telling, if it can even be called that. There are hints here and there that this is a fallen world of colonists (mention is made of the `Firstlings'...) in which a few of these human rulers have made themselves into gods with their technology and set up their various mythological kingdoms. We have scenes of `gods' sitting around and smoking and drinking and plotting their next moves. We have various battles involving lasers and magic machines and we have the transformation of people's minds and personalities into donor bodies (ie Aspects and Attributes of the gods!). But it all doesn't click.This would have been a decent idea if developed in a sensible way. If Zelazny had presented the reader with a world where normal humans struggled to regain their rightful place among these god-like terrorist rulers and learned that the gods were mere humans with special technology. But Zelazny bombards us with mythology and the playful war games of the Hindu pantheon until we are numbed and confused and there is no reality but to think that these are real gods. Ho hum. It is very poorly done and not at all convincing. I suggest (seriously) that even the judges of this tripe of a novel were also on the same pantheon of mind-altering drugs as was (likely)  the author Roger Zelazny. It was a common thing in the 1960s, remember. Sorry, Roger, but this is in no way a brilliant novel, not even a half-good one.It is worth noting that in that same year of 1968, there were a few other novels of far superior quality. Piers Anthony had given us Chthon, a riveting story of a prison planet, and Samuel R Delany had also been nominated for his perceptive look at a post-apocalyptic world in The Einstein Intersection; and also we had Philip K Dicks wonderful tale of Do Androids Dream of Electric Sheep? And not to forget John Brunner's compelling and truthful Stand On Zanzibar or the poignant winner by Alexei Panshin, Rite Of Passage. Etc etc, all of this in that same weird year just before the fantasy-like fact of the first moon walk (which received a special Nebula award in 1969).Notwithstanding the fact Zelazny is a fine writer in most respects, a choice like this for award material truly puzzles me. This is the world of sci-fi in its best mode and Lord Of Light is the world of fantasy in a poor light. But as I said, I am not a fantasy literature fan. This was another waste of good printing paper by the publishers concerned.",Lord of Light,Science Fiction & Fantasy,Visit Amazon's Roger Zelazny Page,Lord of Light,27369.0,hardcover,4.17
787,97292,97292,44998,A2QTCDME99Z0Y6,0060567236,Adman,5.0,2012,"What should one do as soon as he finishes reading this novel?Read it again straight away.Why should this novel be read again straight away?Because Roger Zelazny decided not to name Chapter 1 ""6600 years after Colonization Day"", Chapter 2 ""4800 years after Colonization Day"" and so forth. He has also given his colonists-turned-gods various names and nicknames, so one may get lost during the first reading and due  to his attempt to follow the story, may miss the fine writing which would be a big shame.Is there a better one on one fighting scene than the one between Sugata and Yama in the middle of the novel?The fight in the book This Immortal between Conrad and the robot is perhaps the one that tops this one. Not accidentally, This Immortal was also written by Zelazny.Is the Lord of Light a novel of despair or hope?It depends on your understanding of it. Personally, regardless of the way the novel ends, I find it disturbing, because, out of the possible hundreds of thousands of possible future transmutations of the human race, the one Zelazny describes is one of the plausible ones.Why is Lord of Light not as popular, as let's say, Dune?It's not linear and as said above, it demands a second reading. However, I am pretty certain that is one of the most popular second reading novels in the world.Almost, half a century after its publication, can nowadays majority of Hugo winners and nominees be compared to Lord Of Light?This has to be answered with the initials of Zelazny's novel: LOL.",Q & A,Science Fiction & Fantasy,Visit Amazon's Roger Zelazny Page,Lord of Light,27369.0,hardcover,4.17
